customer_id,gender,senior_subscriber,family_account,kids_profile,subscription_months,mobile_access,shared_profiles,streaming_quality,account_security,offline_downloads,device_protection,premium_support,live_tv_package,movie_package,subscription_plan,digital_billing,payment_method,monthly_subscription_fee,total_spent,churn,views_per_week,average_watch_time,number_of_devices,favorite_genre,engagement_score,subscription_value_ratio,churn_probability,predicted_class,risk_level
3178-FESZO,Female,0,No,No,1,Yes,Multiple,Ultra HD,No,Yes,No,No,Yes,Yes,Monthly,Yes,Credit card (automatic),100.25,100.25,1,12.7,2.57,3,Sports,10.88,1.0,0.8682,1,High
0365-GXEZS,Male,0,Yes,No,18,Yes,Single,Ultra HD,No,No,Yes,Yes,No,No,Monthly,No,Electronic check,78.2,1468.75,0,15.1,2.4,4,Documentary,9.06,18.78,0.4101,1,Medium
0082-OQIQY,Male,0,No,No,29,Yes,Single,Ultra HD,No,No,No,Yes,Yes,Yes,Monthly,Yes,Electronic check,94.2,2607.6,0,28.0,3.61,4,Action,25.27,27.68,0.6365,1,Medium
6087-MVHJH,Female,0,No,No,16,Yes,Multiple,Ultra HD,No,No,Yes,No,No,Yes,Monthly,Yes,Electronic check,88.45,1422.1,1,6.0,3.06,2,Drama,9.18,16.08,0.8315,1,High
4603-JANFB,Male,0,No,No,1,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,69.85,69.85,1,14.1,2.01,3,Drama,9.45,1.0,0.8971,1,High
3018-TFTSU,Male,0,No,No,12,Yes,Single,Ultra HD,Yes,No,Yes,No,No,No,Monthly,No,Bank transfer (automatic),81.7,858.6,1,8.2,1.2,4,Documentary,2.46,10.51,0.4109,1,Medium
3606-SBKRY,Male,0,No,No,31,No,Single,Standard HD,No,No,Yes,No,Yes,Yes,Annual,Yes,Electronic check,50.05,1523.4,0,20.3,2.22,2,Comedy,22.53,30.44,0.2715,0,Low
4806-KEXQR,Male,0,No,No,4,Yes,Single,Ultra HD,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,79.9,324.3,1,23.0,3.09,3,Documentary,23.69,4.06,0.8699,1,High
0667-NSRGI,Female,0,Yes,No,48,Yes,Multiple,Standard HD,No,No,Yes,Yes,No,Yes,Annual,Yes,Mailed check,69.55,3435.6,0,17.9,4.77,5,Action,17.08,49.4,0.1019,0,Low
7083-YNSKY,Female,0,No,No,15,Yes,Multiple,Mobile only,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),25.4,399.6,1,27.8,2.53,1,Drama,70.33,15.73,0.4254,1,Medium
6893-ODYYE,Male,0,No,No,50,Yes,Single,Ultra HD,Yes,Yes,Yes,Yes,No,No,Annual,Yes,Credit card (automatic),90.1,4549.45,0,11.5,4.35,5,Comedy,10.0,50.49,0.1005,0,Low
8242-JSVBO,Male,0,No,No,7,Yes,Single,Standard HD,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),44.65,322.5,0,3.8,1.13,4,Documentary,1.07,7.22,0.4318,1,Medium
2479-BRAMR,Male,1,Yes,No,41,Yes,Multiple,Ultra HD,Yes,No,Yes,No,No,No,Monthly,Yes,Bank transfer (automatic),83.75,3273.55,1,21.2,1.71,3,Reality,12.08,39.09,0.4274,1,Medium
9541-ZPSEA,Male,0,Yes,Yes,68,Yes,Single,Ultra HD,Yes,No,Yes,No,No,No,Two-Year,No,Credit card (automatic),80.35,5375.15,0,17.8,1.67,2,Sports,14.86,66.9,0.0422,0,Low
2665-NPTGL,Female,1,Yes,No,26,Yes,Multiple,Ultra HD,No,No,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),98.1,2510.7,0,15.8,4.35,1,Sports,68.73,25.59,0.6885,1,Medium
1139-WUOAH,Male,0,No,No,57,No,Single,Standard HD,No,No,Yes,Yes,Yes,Yes,Two-Year,No,Credit card (automatic),53.35,3090.05,0,15.5,1.43,1,Comedy,22.16,57.92,0.0612,0,Low
4693-VWVBO,Female,0,No,No,3,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Electronic check,19.55,61.05,0,24.9,1.72,1,Documentary,42.83,3.12,0.4441,1,Medium
7434-SHXLS,Female,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,20.9,20.9,1,26.5,5.03,4,Kids,33.32,1.0,0.5156,1,Medium
6937-GCDGQ,Male,0,Yes,Yes,19,Yes,Single,Standard HD,Yes,No,No,No,No,No,Annual,Yes,Bank transfer (automatic),48.95,955.6,0,24.3,4.96,3,Comedy,40.18,19.52,0.1124,0,Low
0988-JRWWP,Female,0,No,No,3,Yes,Single,Standard HD,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,54.2,140.4,0,21.3,3.08,3,Sports,21.87,2.59,0.8171,1,High
5075-JSDKI,Female,0,No,No,59,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,No,Electronic check,24.45,1493.1,0,28.1,2.73,4,Drama,19.18,61.07,0.0471,0,Low
7908-QCBCA,Female,0,Yes,No,1,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Mailed check,69.4,69.4,1,16.0,1.56,3,Action,8.32,1.0,0.8577,1,High
8644-XYTSV,Male,0,Yes,No,42,No,Single,Standard HD,Yes,No,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),40.15,1626.05,0,7.5,2.43,3,Reality,6.08,40.5,0.257,0,Low
6711-FLDFB,Female,0,No,No,7,Yes,Multiple,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,74.9,541.15,1,14.9,4.63,4,Drama,17.25,7.22,0.8407,1,High
3873-WOSBC,Male,0,Yes,No,67,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,No,Credit card (automatic),25.6,1784.9,0,23.9,2.01,1,Reality,48.04,69.72,0.0058,0,Low
7465-ZZRVX,Male,0,No,No,1,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,70.35,70.35,0,5.1,3.38,2,Action,8.62,1.0,0.9105,1,High
7975-JMZNT,Male,0,Yes,No,66,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,No,Bank transfer (automatic),91.7,6075.9,0,23.4,3.87,1,Documentary,90.56,66.26,0.011,0,Low
7251-XFOIL,Female,0,No,No,61,Yes,Multiple,Ultra HD,No,No,Yes,No,No,Yes,Monthly,No,Mailed check,89.2,5500.6,0,20.9,2.65,2,Reality,27.69,61.67,0.3459,0,Low
4116-IQRFR,Male,0,Yes,Yes,4,Yes,Multiple,Mobile only,No,No,No,No,No,No,Annual,No,Credit card (automatic),24.1,73.1,0,19.8,3.56,1,Drama,70.49,3.03,0.0973,0,Low
3714-JTVOV,Female,1,Yes,No,42,Yes,Single,Ultra HD,Yes,No,No,No,No,No,Monthly,Yes,Credit card (automatic),74.15,3229.4,1,30.7,4.4,1,Reality,135.08,43.55,0.4333,1,Medium
8259-DZLIZ,Female,0,Yes,Yes,64,Yes,Multiple,Standard HD,No,Yes,No,No,No,No,Annual,Yes,Bank transfer (automatic),53.85,3399.85,0,30.8,2.61,3,Documentary,26.8,63.14,0.0752,0,Low
0442-ZXKVS,Female,1,Yes,No,54,Yes,Multiple,Ultra HD,Yes,Yes,Yes,Yes,Yes,Yes,Annual,Yes,Bank transfer (automatic),115.6,6431.05,0,6.2,2.1,3,Reality,4.34,55.63,0.2627,0,Low
7853-WNZSY,Male,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),19.75,19.75,0,26.9,3.44,2,Drama,46.27,1.0,0.4582,1,Medium
3120-FAZKD,Male,0,Yes,Yes,54,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Bank transfer (automatic),24.05,1230.9,0,10.8,4.52,2,Sports,24.41,51.18,0.0093,0,Low
8606-OEGQZ,Female,0,No,Yes,18,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,No,Credit card (automatic),25.3,454.65,0,14.9,3.82,1,Drama,56.92,17.97,0.0342,0,Low
0225-ZORZP,Male,0,No,No,3,Yes,Single,Ultra HD,No,Yes,No,No,No,Yes,Monthly,No,Electronic check,84.3,235.05,0,21.0,1.53,2,Drama,16.07,2.79,0.5846,1,Medium
4702-IOQDC,Female,0,No,No,1,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,70.1,70.1,1,2.3,1.54,1,Documentary,3.54,1.0,0.8951,1,High
9489-JMTTN,Female,0,Yes,Yes,72,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,No,Credit card (automatic),89.75,6595.9,0,27.4,2.39,2,Sports,32.74,73.49,0.0057,0,Low
0575-CUQOV,Male,1,Yes,No,60,Yes,Single,Ultra HD,No,Yes,Yes,No,Yes,Yes,Annual,Yes,Electronic check,97.95,5867.0,0,28.7,4.69,1,Sports,134.6,59.9,0.3082,0,Low
0967-BMLBD,Female,0,Yes,Yes,11,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,Yes,Mailed check,20.0,196.35,0,8.0,3.46,5,Sports,5.54,9.82,0.0766,0,Low
6178-KFNHS,Female,0,No,Yes,12,Yes,Multiple,Ultra HD,Yes,No,No,No,No,No,Monthly,Yes,Electronic check,78.3,909.25,1,6.4,3.43,5,Reality,4.39,11.61,0.6597,1,Medium
2830-LEWOA,Male,0,Yes,Yes,61,Yes,Single,Ultra HD,No,Yes,Yes,Yes,Yes,Yes,Annual,No,Credit card (automatic),103.9,6449.15,0,7.3,4.31,3,Comedy,10.49,62.07,0.1517,0,Low
5006-MXVRN,Female,0,No,No,39,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Credit card (automatic),20.7,762.45,0,31.2,4.55,3,Kids,47.32,36.83,0.0263,0,Low
1264-BYWMS,Male,0,No,No,55,Yes,Multiple,Ultra HD,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,96.8,5283.95,1,7.3,2.25,1,Sports,16.42,54.59,0.8174,1,High
9658-WYUFB,Female,0,No,No,17,Yes,Multiple,Ultra HD,Yes,Yes,No,No,Yes,No,Monthly,Yes,Electronic check,94.4,1617.5,1,11.1,1.89,1,Action,20.98,17.13,0.7192,1,High
8327-WKMIE,Male,0,No,No,37,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Credit card (automatic),20.15,785.75,0,16.2,4.0,1,Comedy,64.8,39.0,0.0137,0,Low
6917-FIJHC,Female,0,Yes,No,72,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Mailed check,26.0,1776.0,0,13.0,1.98,3,Drama,8.58,68.31,0.0135,0,Low
5329-KRDTM,Male,1,Yes,No,72,Yes,Multiple,Standard HD,No,Yes,Yes,Yes,Yes,No,Two-Year,No,Credit card (automatic),77.35,5396.25,0,23.3,2.81,1,Kids,65.47,69.76,0.0282,0,Low
7797-EJMDP,Female,0,No,No,8,Yes,Single,Standard HD,Yes,No,No,Yes,No,Yes,Monthly,No,Bank transfer (automatic),66.05,574.5,0,19.7,2.44,4,Kids,12.02,8.7,0.2338,0,Low
3530-VWVGU,Female,0,Yes,Yes,22,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,19.9,400.3,0,5.8,2.55,1,Sports,14.79,20.12,0.128,0,Low
2013-SGDXK,Female,0,No,No,1,Yes,Single,Ultra HD,No,Yes,No,No,Yes,No,Monthly,No,Electronic check,84.3,84.3,1,15.8,2.1,4,Action,8.3,1.0,0.7707,1,High
6368-NWMCE,Female,0,No,No,38,Yes,Multiple,Standard HD,No,Yes,No,Yes,No,Yes,Monthly,No,Credit card (automatic),68.15,2656.3,0,21.6,4.78,5,Action,20.65,38.98,0.2071,0,Low
3633-CDBUW,Male,0,No,Yes,17,Yes,Single,Standard HD,No,Yes,Yes,Yes,Yes,Yes,Annual,No,Electronic check,80.85,1445.95,0,17.4,4.84,5,Sports,16.84,17.88,0.1646,0,Low
0707-HOVVN,Female,1,No,No,70,Yes,Multiple,Standard HD,No,Yes,Yes,Yes,Yes,No,Two-Year,Yes,Bank transfer (automatic),75.5,5212.65,0,23.4,3.96,3,Kids,30.89,69.04,0.035,0,Low
8580-QVLOC,Female,1,Yes,Yes,72,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,No,Credit card (automatic),92.45,6440.25,1,18.1,3.59,1,Sports,64.98,69.66,0.0145,0,Low
3956-MGXOG,Female,0,No,No,28,Yes,Single,Ultra HD,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,80.6,2244.95,0,30.1,3.91,4,Action,29.42,27.85,0.6046,1,Medium
9274-UARKJ,Female,0,No,No,15,Yes,Single,Ultra HD,No,Yes,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),83.2,1130.0,0,27.9,3.87,1,Documentary,107.97,13.58,0.5316,1,Medium
4077-HWUYD,Male,0,Yes,Yes,72,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),87.55,6463.15,0,21.7,4.34,5,Reality,18.84,73.82,0.011,0,Low
2012-NWRPA,Female,1,Yes,No,11,Yes,Multiple,Ultra HD,No,No,Yes,No,Yes,Yes,Monthly,Yes,Electronic check,99.55,1131.2,1,5.7,3.49,5,Sports,3.98,11.36,0.8958,1,High
8808-ELEHO,Male,1,No,No,8,Yes,Multiple,Ultra HD,No,No,Yes,No,No,No,Monthly,Yes,Electronic check,81.25,585.95,1,15.6,4.79,2,Sports,37.36,7.21,0.8919,1,High
0103-CSITQ,Female,0,Yes,No,57,Yes,Multiple,Ultra HD,No,Yes,Yes,Yes,Yes,Yes,Annual,Yes,Bank transfer (automatic),109.4,6252.7,0,25.9,1.76,4,Drama,11.4,57.15,0.2084,0,Low
3506-LCJDC,Male,0,Yes,Yes,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),19.95,19.95,1,14.9,2.84,2,Sports,21.16,1.0,0.5735,1,Medium
8671-KKKOS,Female,0,Yes,No,46,No,Single,Standard HD,Yes,Yes,No,No,Yes,No,Monthly,No,Electronic check,45.55,2062.15,0,14.6,1.77,1,Kids,25.84,45.27,0.3467,0,Low
7305-ZWMAJ,Male,0,Yes,No,30,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Credit card (automatic),20.7,587.1,0,25.4,4.84,3,Action,40.98,28.36,0.0145,0,Low
9518-XXBXE,Male,1,Yes,No,10,Yes,Single,Ultra HD,Yes,No,No,No,No,No,Monthly,No,Electronic check,75.3,720.45,0,10.8,2.87,2,Drama,15.5,9.57,0.4704,1,Medium
3934-HXCFZ,Male,0,Yes,No,23,Yes,Multiple,Ultra HD,Yes,Yes,Yes,No,Yes,No,Monthly,Yes,Electronic check,99.25,2186.4,1,14.4,3.7,1,Reality,53.28,22.03,0.6772,1,Medium
6578-KRMAW,Male,0,No,No,32,Yes,Single,Ultra HD,Yes,Yes,Yes,No,No,Yes,Monthly,Yes,Credit card (automatic),93.4,2979.3,0,15.9,3.8,5,Action,12.08,31.9,0.3418,0,Low
4860-IJUDE,Male,0,No,No,13,Yes,Single,Ultra HD,Yes,No,No,No,No,No,Monthly,Yes,Credit card (automatic),73.75,956.65,0,26.5,3.19,2,Comedy,42.27,12.97,0.4174,1,Medium
7666-WKRON,Female,0,No,No,39,Yes,Single,Ultra HD,No,No,Yes,Yes,No,No,Two-Year,Yes,Electronic check,80.45,3201.55,1,27.9,5.01,1,Action,139.78,39.8,0.2271,0,Low
9688-YGXVR,Female,0,No,No,44,Yes,Single,Ultra HD,No,Yes,Yes,No,Yes,No,Monthly,Yes,Credit card (automatic),88.15,3973.2,0,18.7,1.85,3,Reality,11.53,45.07,0.4575,1,Medium
0423-UDIJQ,Male,1,No,No,9,Yes,Single,Standard HD,No,No,No,Yes,No,No,Monthly,No,Mailed check,49.2,447.9,0,6.8,3.37,2,Documentary,11.46,9.1,0.3622,0,Low
1945-XISKS,Female,0,Yes,No,67,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,19.65,1335.2,0,21.7,4.07,3,Action,29.44,67.95,0.0024,0,Low
4910-AQFFX,Male,0,Yes,Yes,9,Yes,Multiple,Ultra HD,No,No,Yes,No,No,No,Monthly,Yes,Bank transfer (automatic),79.35,661.25,1,13.2,1.1,1,Drama,14.52,8.33,0.7371,1,High
2154-KVJFF,Female,0,No,No,15,Yes,Multiple,Ultra HD,No,Yes,No,No,No,No,Monthly,Yes,Electronic check,79.75,1111.85,1,15.4,3.39,5,Sports,10.44,13.94,0.8729,1,High
5360-LJCNJ,Female,0,Yes,No,71,Yes,Multiple,Ultra HD,No,Yes,Yes,No,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),105.15,7555.0,0,8.2,1.35,2,Sports,5.54,71.85,0.2795,0,Low
2607-FBDFF,Male,0,No,No,1,Yes,Single,Standard HD,No,No,No,Yes,No,No,Monthly,No,Credit card (automatic),49.0,49.0,0,25.0,3.68,5,Sports,18.4,1.0,0.4733,1,Medium
9647-ERGBE,Female,0,Yes,Yes,30,Yes,Multiple,Ultra HD,No,No,Yes,No,Yes,Yes,Monthly,Yes,Electronic check,100.05,3046.15,1,27.5,4.51,1,Sports,124.02,30.45,0.8005,1,High
3428-XZMAZ,Male,0,No,No,1,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,69.35,69.35,1,13.4,4.23,2,Kids,28.34,1.0,0.9246,1,High
1100-DDVRV,Male,0,Yes,No,17,No,Single,Standard HD,No,Yes,No,No,Yes,Yes,Monthly,Yes,Mailed check,49.8,836.35,0,12.2,4.59,5,Reality,11.2,16.79,0.4398,1,Medium
0378-TOVMS,Female,0,No,No,3,Yes,Single,Ultra HD,No,No,No,Yes,No,Yes,Monthly,No,Electronic check,85.8,272.2,1,26.0,1.55,4,Drama,10.08,3.17,0.6863,1,Medium
4355-HBJHH,Male,0,Yes,Yes,67,Yes,Multiple,Standard HD,Yes,No,Yes,No,Yes,Yes,Two-Year,Yes,Electronic check,79.7,5293.4,1,15.4,2.15,5,Comedy,6.62,66.42,0.3382,0,Low
6728-WYQBC,Male,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),20.95,20.95,0,23.9,4.28,2,Sports,51.15,1.0,0.5178,1,Medium
9058-CBREO,Female,1,No,No,1,Yes,Multiple,Standard HD,No,No,No,No,No,No,Monthly,No,Mailed check,50.55,50.55,1,25.5,3.32,4,Reality,21.16,1.0,0.7319,1,High
9029-FEGVJ,Female,1,Yes,No,32,Yes,Multiple,Ultra HD,No,No,Yes,No,No,No,Monthly,No,Mailed check,79.3,2570.0,0,9.7,1.19,2,Sports,5.77,32.41,0.4336,1,Medium
7216-KAOID,Male,0,Yes,Yes,41,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Bank transfer (automatic),19.5,798.2,0,13.7,3.88,3,Sports,17.72,40.93,0.0128,0,Low
0318-QUUOB,Male,0,Yes,No,1,Yes,Single,Ultra HD,No,No,No,No,Yes,No,Monthly,Yes,Electronic check,80.55,80.55,1,22.3,4.59,5,Reality,20.47,1.0,0.8941,1,High
6145-NNPNO,Female,0,No,No,1,Yes,Single,Standard HD,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),44.15,44.15,0,28.2,4.78,3,Drama,44.93,1.0,0.4121,1,Medium
5520-FVEWJ,Female,0,Yes,Yes,12,Yes,Multiple,Ultra HD,No,Yes,Yes,No,No,No,Monthly,Yes,Electronic check,84.5,916.9,1,26.0,5.02,2,Sports,65.26,10.85,0.8168,1,High
5339-TJFEK,Male,0,Yes,Yes,62,Yes,Multiple,Ultra HD,Yes,Yes,No,No,Yes,Yes,Monthly,Yes,Electronic check,105.5,6487.2,0,7.0,0.92,3,Comedy,2.15,61.49,0.2733,0,Low
5572-ZDXHY,Female,0,No,No,22,Yes,Single,Ultra HD,No,Yes,No,No,No,Yes,Monthly,Yes,Mailed check,84.3,1855.65,1,24.5,1.58,2,Reality,19.36,22.01,0.6038,1,Medium
2074-GUHPQ,Female,0,No,Yes,17,Yes,Multiple,Ultra HD,No,Yes,Yes,Yes,No,No,Monthly,Yes,Credit card (automatic),92.7,1556.85,0,29.2,4.1,5,Drama,23.94,16.79,0.3035,0,Low
4625-XMOYM,Female,0,Yes,Yes,72,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Bank transfer (automatic),26.25,1988.05,0,24.0,3.22,1,Kids,77.28,75.74,0.0213,0,Low
5827-MWCZK,Male,0,Yes,Yes,56,Yes,Multiple,Ultra HD,No,Yes,No,Yes,Yes,No,Monthly,Yes,Credit card (automatic),96.95,5432.2,0,26.9,3.04,2,Kids,40.89,56.03,0.2335,0,Low
1385-TQOZW,Female,0,No,No,9,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),20.45,147.55,0,14.0,2.0,5,Reality,5.6,7.22,0.3133,0,Low
5914-XRFQB,Male,0,Yes,No,72,Yes,Multiple,Ultra HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),115.8,8424.9,0,25.8,3.49,4,Sports,22.51,72.75,0.0779,0,Low
4329-YPDDQ,Male,0,No,No,20,Yes,Single,Ultra HD,Yes,Yes,Yes,Yes,Yes,Yes,Monthly,Yes,Bank transfer (automatic),108.2,2203.7,0,29.7,4.73,4,Comedy,35.12,20.37,0.462,1,Medium
4804-NCPET,Male,0,Yes,Yes,19,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,20.2,387.4,0,26.8,5.23,1,Comedy,140.16,19.18,0.0633,0,Low
3750-CKVKH,Male,0,No,No,2,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,67.75,116.65,1,14.7,3.35,3,Sports,16.42,1.72,0.884,1,High
5944-UGLLK,Male,0,No,No,53,No,Single,Standard HD,No,No,Yes,Yes,Yes,Yes,Annual,No,Credit card (automatic),54.9,3045.75,0,7.2,1.77,4,Reality,3.19,55.48,0.1598,0,Low
8063-GBATB,Female,1,No,No,27,Yes,Multiple,Ultra HD,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,85.25,2287.25,1,24.2,2.57,1,Kids,62.19,26.83,0.8262,1,High
7787-BNTZM,Male,0,No,No,6,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),20.15,130.5,0,25.4,1.95,1,Kids,49.53,6.48,0.3157,0,Low
2252-ISRNH,Male,0,Yes,Yes,9,Yes,Multiple,Ultra HD,No,No,Yes,No,Yes,No,Annual,Yes,Electronic check,90.35,767.9,0,13.1,3.61,3,Reality,15.76,8.5,0.4565,1,Medium
9415-TPKRV,Female,0,Yes,Yes,8,Yes,Multiple,Standard HD,No,Yes,No,No,No,No,Monthly,No,Electronic check,55.75,446.8,0,10.1,4.3,2,Comedy,21.72,8.01,0.3399,0,Low
5322-TEUJK,Female,0,Yes,Yes,71,Yes,Multiple,Ultra HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,No,Bank transfer (automatic),114.6,8100.25,0,30.3,3.3,3,Reality,33.33,70.68,0.0227,0,Low
4547-KQRTM,Female,0,No,No,10,Yes,Multiple,Ultra HD,No,Yes,No,No,No,No,Monthly,Yes,Bank transfer (automatic),80.05,830.7,1,11.6,3.11,1,Documentary,36.08,10.38,0.7637,1,High
4877-EVATK,Male,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,20.0,20.0,1,3.8,1.13,4,Comedy,1.07,1.0,0.4823,1,Medium
1866-DIOQZ,Female,0,Yes,No,71,No,Single,Standard HD,Yes,Yes,Yes,Yes,Yes,Yes,Annual,No,Bank transfer (automatic),66.8,4689.15,0,7.3,3.56,1,Drama,25.99,70.2,0.0921,0,Low
8375-KVTHK,Male,0,Yes,No,68,Yes,Single,Ultra HD,No,Yes,No,Yes,Yes,Yes,Annual,Yes,Electronic check,100.3,6754.35,0,28.2,2.98,2,Comedy,42.02,67.34,0.3111,0,Low
2697-NQBPF,Male,0,No,No,34,Yes,Multiple,Ultra HD,No,Yes,No,Yes,Yes,Yes,Monthly,Yes,Electronic check,105.35,3540.65,0,4.6,2.48,3,Comedy,3.8,33.61,0.5464,1,Medium
3709-OIJEA,Male,0,No,No,26,Yes,Single,Ultra HD,No,Yes,Yes,Yes,No,No,Annual,Yes,Electronic check,85.2,2184.6,0,10.3,1.87,1,Action,19.26,25.64,0.195,0,Low
7639-SUPCW,Female,0,No,No,22,Yes,Single,Standard HD,Yes,No,No,No,No,No,Monthly,Yes,Credit card (automatic),48.8,1054.6,1,8.5,1.88,4,Reality,3.99,21.61,0.4443,1,Medium
1386-ZIKUV,Male,0,No,No,7,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Mailed check,18.95,130.55,0,15.4,1.51,3,Sports,7.75,6.89,0.2646,0,Low
0599-XNYDO,Female,0,Yes,No,20,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),69.8,1540.35,0,21.6,3.07,5,Kids,13.26,22.07,0.5217,1,Medium
6377-WHAOX,Female,0,Yes,No,60,Yes,Multiple,Ultra HD,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Electronic check,106.15,6411.25,0,12.3,2.64,4,Documentary,8.12,60.4,0.7515,1,High
6855-VLGOS,Male,0,Yes,Yes,72,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Electronic check,20.55,1432.55,0,25.0,3.78,5,Sports,18.9,69.71,0.019,0,Low
8999-XXGNS,Female,1,Yes,No,72,Yes,Multiple,Ultra HD,No,Yes,Yes,No,Yes,Yes,Annual,Yes,Credit card (automatic),105.75,7629.85,0,18.1,2.22,3,Reality,13.39,72.15,0.2168,0,Low
8746-OQQRW,Male,0,No,No,4,Yes,Multiple,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,25.25,101.9,0,15.8,2.55,5,Comedy,8.06,4.04,0.3396,0,Low
3181-MIZBN,Male,0,Yes,Yes,16,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Electronic check,19.75,313.4,0,20.4,1.92,1,Reality,39.17,15.87,0.1827,0,Low
0471-ARVMX,Female,1,Yes,No,62,Yes,Multiple,Ultra HD,Yes,No,Yes,No,Yes,Yes,Annual,Yes,Electronic check,104.85,6312.9,0,22.4,3.38,3,Action,25.24,60.21,0.3705,0,Low
7766-CLTIC,Female,0,No,No,10,Yes,Single,Standard HD,No,No,No,Yes,No,Yes,Monthly,Yes,Mailed check,60.95,629.55,0,12.4,3.53,1,Action,43.77,10.33,0.3889,0,Low
5650-YLIBA,Male,0,No,No,31,Yes,Multiple,Ultra HD,No,Yes,No,No,No,No,Monthly,Yes,Electronic check,81.15,2640.55,0,6.8,2.42,4,Documentary,4.11,32.54,0.7396,1,High
0825-CPPQH,Female,0,Yes,No,71,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Credit card (automatic),19.1,1372.45,0,31.1,4.82,5,Drama,29.98,71.86,0.0062,0,Low
9084-OAYKL,Male,0,No,No,58,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,20.8,1212.25,0,15.1,1.81,2,Comedy,13.67,58.28,0.0187,0,Low
6122-LJADA,Male,0,Yes,Yes,70,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Credit card (automatic),90.15,6237.05,0,13.8,4.25,3,Comedy,19.55,69.19,0.0102,0,Low
