customer_id,gender,senior_subscriber,family_account,kids_profile,subscription_months,mobile_access,shared_profiles,streaming_quality,account_security,offline_downloads,device_protection,premium_support,live_tv_package,movie_package,subscription_plan,digital_billing,payment_method,monthly_subscription_fee,total_spent,churn,views_per_week,average_watch_time,number_of_devices,favorite_genre,engagement_score,subscription_value_ratio
2898-LSJGD,Female,0,Yes,Yes,21,No,Single,Standard HD,Yes,No,Yes,No,Yes,Yes,Annual,Yes,Electronic check,55.95,1157.05,1,20.7,3.09,4,Drama,15.99,20.68
2223-GDSHL,Male,0,Yes,Yes,71,Yes,Multiple,Ultra HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),116.05,8297.5,0,22.6,1.51,4,Drama,8.53,71.5
7359-PTSXY,Male,0,No,No,1,Yes,Single,Standard HD,No,No,No,No,No,No,Monthly,No,Electronic check,45.75,45.75,1,10.5,4.38,4,Action,11.5,1.0
9470-RTWDV,Male,0,Yes,Yes,26,Yes,Multiple,Standard HD,No,No,Yes,Yes,Yes,Yes,Annual,Yes,Credit card (automatic),82.0,2083.1,0,9.7,1.73,1,Documentary,16.78,25.4
2176-OSJUV,Male,0,Yes,No,71,Yes,Multiple,Standard HD,Yes,Yes,No,Yes,No,No,Two-Year,No,Bank transfer (automatic),65.15,4681.75,0,16.0,1.21,3,Kids,6.45,71.86
9348-YVOMK,Male,0,No,No,4,Yes,Single,Standard HD,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),44.8,176.2,0,5.3,2.77,2,Action,7.34,3.93
8104-OSKWT,Female,0,No,No,12,Yes,Multiple,Ultra HD,Yes,No,No,No,No,No,Monthly,Yes,Electronic check,79.8,1001.2,0,13.4,1.85,2,Reality,12.4,12.55
4521-YEEHE,Female,0,Yes,No,18,Yes,Multiple,Ultra HD,No,No,No,Yes,Yes,No,Monthly,Yes,Electronic check,88.85,1594.75,0,22.4,2.35,2,Action,26.32,17.95
4090-KPJIP,Female,0,No,No,3,Yes,Multiple,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,74.95,212.4,0,17.6,3.04,5,Action,10.7,2.83
3786-WOVKF,Female,1,Yes,No,72,Yes,Multiple,Ultra HD,Yes,Yes,No,No,Yes,Yes,Annual,Yes,Bank transfer (automatic),106.85,7677.4,0,21.7,3.9,2,Sports,42.32,71.85
4503-BDXBD,Male,0,No,No,11,Yes,Single,Ultra HD,No,Yes,No,No,No,No,Monthly,No,Electronic check,74.95,815.5,1,8.4,1.57,2,Kids,6.59,10.88
6086-ESGRL,Female,0,No,No,1,Yes,Single,Ultra HD,No,No,No,No,No,Yes,Monthly,No,Credit card (automatic),80.15,80.15,1,11.5,3.69,5,Reality,8.49,1.0
2592-HODOV,Male,0,No,No,13,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Credit card (automatic),19.3,259.65,0,26.1,4.69,5,Kids,24.48,13.45
3886-CERTZ,Female,0,Yes,No,72,Yes,Multiple,Ultra HD,No,Yes,Yes,Yes,Yes,Yes,Annual,Yes,Electronic check,109.25,8109.8,1,15.4,3.81,4,Comedy,14.67,74.23
7995-ZHHNZ,Male,0,Yes,No,42,Yes,Multiple,Standard HD,Yes,No,No,No,No,No,Annual,No,Credit card (automatic),56.1,2386.85,0,20.2,1.37,1,Kids,27.67,42.55
3824-RHKVR,Female,0,No,No,17,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Credit card (automatic),19.7,340.35,0,11.4,2.86,2,Comedy,16.3,17.28
5816-SCGFC,Female,1,No,No,7,Yes,Single,Standard HD,No,Yes,No,No,No,No,Monthly,Yes,Mailed check,51.3,419.35,0,6.3,1.29,3,Sports,2.71,8.17
5989-AXPUC,Female,0,Yes,No,68,Yes,Multiple,Ultra HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,No,Mailed check,118.6,7990.05,0,24.1,2.23,3,Comedy,17.91,67.37
4979-HPRFL,Male,0,Yes,Yes,56,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,No,Bank transfer (automatic),24.15,1402.25,0,25.4,2.93,1,Drama,74.42,58.06
8590-OHDIW,Female,0,Yes,Yes,38,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Mailed check,20.3,749.35,0,14.3,3.36,3,Reality,16.02,36.91
8015-IHCGW,Female,0,Yes,Yes,72,Yes,Multiple,Ultra HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Electronic check,115.5,8425.15,0,6.7,1.66,3,Drama,3.71,72.95
2332-TODQS,Female,0,No,No,48,Yes,Multiple,Mobile only,No,No,No,No,No,No,Annual,No,Credit card (automatic),25.05,1171.5,0,21.8,4.5,4,Comedy,24.52,46.77
9278-VZKCD,Female,1,Yes,No,52,Yes,Multiple,Ultra HD,Yes,Yes,Yes,No,Yes,Yes,Monthly,Yes,Electronic check,109.1,5647.95,0,14.2,2.02,1,Action,28.68,51.77
8008-OTEZX,Female,0,Yes,Yes,35,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Mailed check,19.65,708.8,0,25.7,2.21,5,Kids,11.36,36.07
2773-OVBPK,Male,0,Yes,No,67,Yes,Multiple,Ultra HD,No,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),111.3,7567.2,0,6.3,3.25,4,Drama,5.12,67.99
5999-LCXAO,Female,0,No,No,1,No,Single,Standard HD,Yes,No,No,No,No,No,Monthly,No,Mailed check,29.9,29.9,0,23.9,2.85,3,Documentary,22.7,1.0
5206-XZZQI,Male,0,No,No,53,Yes,Single,Ultra HD,No,Yes,No,Yes,No,No,Monthly,Yes,Mailed check,80.6,4348.1,0,28.3,3.12,2,Kids,44.15,53.95
4803-LBYPN,Male,0,Yes,Yes,34,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,20.8,635.9,0,16.1,1.89,2,Comedy,15.21,30.57
5759-RCVCB,Female,0,No,No,3,No,Single,Standard HD,No,No,No,No,Yes,No,Monthly,No,Credit card (automatic),35.2,108.95,1,24.9,1.7,1,Kids,42.33,3.1
6372-RFVNS,Female,0,Yes,No,1,Yes,Single,Ultra HD,No,No,No,No,Yes,No,Monthly,No,Electronic check,78.8,78.8,1,22.8,2.83,5,Documentary,12.9,1.0
2139-FQHLM,Male,0,No,No,19,Yes,Single,Ultra HD,No,No,Yes,Yes,Yes,No,Monthly,No,Mailed check,89.95,1682.4,0,15.6,4.03,5,Documentary,12.57,18.7
8261-GWDBQ,Female,1,Yes,No,60,Yes,Multiple,Ultra HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),116.05,6925.9,0,18.2,3.74,4,Sports,17.02,59.68
1093-YSWCA,Male,0,No,No,11,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Credit card (automatic),19.55,223.15,0,17.2,1.56,2,Reality,13.42,11.41
8938-UMKPI,Female,0,No,No,47,Yes,Multiple,Ultra HD,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Electronic check,106.4,5127.95,1,15.3,3.79,4,Kids,14.5,48.2
0991-BRRFB,Male,0,No,No,18,Yes,Single,Standard HD,Yes,No,No,No,No,No,Monthly,No,Electronic check,49.4,874.8,1,25.2,2.56,5,Documentary,12.9,17.71
3882-IYOIJ,Female,0,Yes,Yes,60,Yes,Multiple,Ultra HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,No,Credit card (automatic),115.25,6758.45,0,23.3,4.88,2,Sports,56.85,58.64
8749-TZYEC,Male,0,Yes,No,72,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,No,Credit card (automatic),24.8,1874.3,0,19.1,2.25,5,Drama,8.6,75.58
1755-FZQEC,Male,0,No,No,39,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Mailed check,19.9,791.15,0,16.8,3.81,1,Documentary,64.01,39.76
3115-JPJDD,Female,0,Yes,No,59,Yes,Single,Ultra HD,Yes,No,Yes,No,No,No,Annual,Yes,Credit card (automatic),81.25,4639.45,0,5.7,2.98,1,Documentary,16.99,57.1
5600-KTXFM,Male,0,Yes,Yes,2,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,No,Mailed check,69.95,143.9,0,19.4,3.79,3,Drama,24.51,2.06
3871-IKPYH,Male,1,No,No,1,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,No,Electronic check,69.1,69.1,1,6.7,3.58,2,Documentary,11.99,1.0
6319-IEJWJ,Male,0,Yes,Yes,20,Yes,Single,Ultra HD,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,90.2,1776.55,1,11.9,3.27,5,Documentary,7.78,19.7
9025-AOMKI,Female,0,No,No,6,Yes,Multiple,Ultra HD,No,No,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),93.55,536.4,1,24.6,4.51,1,Sports,110.95,5.73
6339-TBELP,Male,0,No,No,71,Yes,Multiple,Ultra HD,No,No,Yes,Yes,No,No,Two-Year,Yes,Credit card (automatic),86.4,6172.0,0,27.0,2.73,3,Sports,24.57,71.44
7964-YESJC,Female,0,Yes,No,24,Yes,Multiple,Standard HD,Yes,Yes,Yes,No,No,No,Monthly,No,Mailed check,66.3,1559.45,0,13.4,1.21,4,Kids,4.05,23.52
6173-GOLSU,Male,1,Yes,No,67,Yes,Multiple,Ultra HD,No,No,No,No,Yes,Yes,Monthly,Yes,Credit card (automatic),94.65,6079.0,0,7.8,3.95,5,Sports,6.16,64.23
5275-SQEIZ,Male,0,No,No,1,Yes,Single,Ultra HD,No,No,No,No,No,Yes,Monthly,Yes,Mailed check,80.85,80.85,1,11.3,1.64,1,Kids,18.53,1.0
7716-YTYHG,Female,0,Yes,Yes,48,Yes,Multiple,Ultra HD,No,No,No,No,No,Yes,Annual,Yes,Mailed check,82.05,4029.95,1,10.9,2.09,4,Sports,5.7,49.12
9938-ZREHM,Female,0,Yes,No,37,Yes,Multiple,Standard HD,No,Yes,No,Yes,No,Yes,Annual,No,Mailed check,72.1,2658.4,0,20.7,4.03,4,Kids,20.86,36.87
7950-XWOVN,Male,0,No,No,11,No,Single,Standard HD,No,Yes,Yes,No,No,No,Monthly,No,Mailed check,34.7,383.55,0,6.4,2.08,1,Drama,13.31,11.05
4390-KYULV,Male,0,Yes,No,3,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),20.55,51.15,1,9.6,4.21,1,Reality,40.42,2.49
4647-MUZON,Female,0,Yes,No,18,Yes,Single,Ultra HD,No,No,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),95.95,1745.5,0,17.7,1.5,1,Reality,26.55,18.19
9702-AIUJO,Male,0,Yes,Yes,50,Yes,Single,Standard HD,No,No,No,No,No,No,Annual,Yes,Bank transfer (automatic),44.8,2230.85,0,27.7,2.43,2,Kids,33.66,49.8
8849-PRIQJ,Female,0,Yes,Yes,67,Yes,Multiple,Ultra HD,Yes,No,Yes,Yes,Yes,Yes,Annual,Yes,Electronic check,109.4,7281.6,0,5.4,2.03,5,Sports,2.19,66.56
8851-RAGOV,Female,0,Yes,No,25,Yes,Single,Standard HD,Yes,Yes,No,Yes,No,Yes,Monthly,Yes,Mailed check,71.05,1837.7,0,27.8,2.92,2,Documentary,40.59,25.86
1304-NECVQ,Female,1,No,No,2,Yes,Multiple,Ultra HD,No,No,Yes,No,No,No,Monthly,Yes,Electronic check,78.55,149.55,1,9.1,1.44,3,Sports,4.37,1.9
5396-IZEPB,Male,0,No,No,9,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Credit card (automatic),19.7,180.7,0,26.4,2.47,2,Reality,32.6,9.17
1729-VLAZJ,Female,0,No,Yes,10,No,Single,Standard HD,Yes,Yes,No,Yes,No,No,Annual,No,Mailed check,40.25,411.45,0,12.2,2.9,1,Reality,35.38,10.22
8285-ABVLB,Female,0,Yes,No,70,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Credit card (automatic),19.85,1328.35,0,27.7,5.08,1,Drama,140.72,66.92
0701-TJSEF,Male,0,No,No,9,Yes,Single,Standard HD,Yes,No,Yes,Yes,No,Yes,Monthly,Yes,Bank transfer (automatic),68.25,576.95,0,22.3,2.53,4,Reality,14.1,8.45
5712-VBOXD,Female,0,No,No,4,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),20.15,68.45,0,17.0,4.77,2,Documentary,40.54,3.4
6629-LADHQ,Female,0,No,No,2,Yes,Single,Standard HD,Yes,No,No,No,No,No,Monthly,No,Mailed check,50.95,123.05,0,5.0,3.09,2,Kids,7.72,2.42
8945-GRKHX,Female,0,No,Yes,1,Yes,Single,Ultra HD,No,No,No,No,No,Yes,Monthly,No,Electronic check,78.65,78.65,1,16.3,4.59,5,Action,14.96,1.0
1559-DTODC,Male,0,No,No,19,No,Single,Standard HD,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),25.15,468.35,0,19.2,4.31,2,Comedy,41.38,18.62
4797-MIWUM,Male,0,Yes,Yes,7,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),20.25,174.7,0,6.8,3.02,5,Action,4.11,8.63
6959-UWKHF,Male,0,No,No,1,Yes,Single,Standard HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,42.9,42.9,1,19.0,4.84,5,Reality,18.39,1.0
8720-RQSBJ,Male,1,No,No,1,Yes,Single,Standard HD,No,No,No,No,No,No,Monthly,No,Electronic check,44.0,44.0,0,8.7,1.58,5,Drama,2.75,1.0
4537-CIBHB,Female,0,Yes,Yes,9,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Mailed check,20.25,172.35,0,24.3,3.61,4,Reality,21.93,8.51
3815-SLMEF,Female,0,No,No,3,No,Single,Standard HD,Yes,No,No,Yes,No,No,Monthly,No,Mailed check,34.25,139.35,1,26.8,5.11,4,Documentary,34.24,4.07
5154-VEKBL,Female,0,No,No,9,No,Single,Standard HD,Yes,No,Yes,Yes,Yes,Yes,Monthly,No,Mailed check,58.5,539.85,1,5.9,2.08,5,Documentary,2.45,9.23
4324-AHJKS,Female,0,No,No,5,Yes,Single,Standard HD,Yes,No,Yes,No,No,No,Monthly,No,Credit card (automatic),55.8,300.4,0,19.0,1.81,3,Documentary,11.46,5.38
4355-CVPVS,Female,0,Yes,Yes,56,Yes,Single,Ultra HD,No,No,No,No,Yes,Yes,Annual,No,Bank transfer (automatic),88.9,4968.0,0,5.4,1.76,4,Sports,2.38,55.88
4495-LHSSK,Female,0,No,Yes,18,Yes,Multiple,Standard HD,Yes,No,No,No,No,No,Monthly,No,Mailed check,57.65,992.7,0,26.6,4.77,2,Documentary,63.44,17.22
5655-JSMZM,Male,1,No,No,49,Yes,Multiple,Ultra HD,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,96.2,4718.25,1,18.0,4.66,4,Action,20.97,49.05
5915-ANOEI,Male,0,Yes,No,70,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,Yes,No,Two-Year,No,Mailed check,79.15,5536.5,0,12.6,4.09,1,Reality,51.53,69.95
9861-PDSZP,Female,0,No,No,72,Yes,Multiple,Ultra HD,No,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Credit card (automatic),108.05,7806.6,0,12.8,4.27,2,Reality,27.33,72.25
4505-EXZHB,Female,1,No,No,6,Yes,Single,Ultra HD,No,No,Yes,No,No,No,Monthly,No,Electronic check,74.4,434.1,1,18.1,3.03,2,Comedy,27.42,5.83
7225-CBZPL,Male,1,Yes,No,17,Yes,Multiple,Ultra HD,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,94.8,1563.9,0,11.1,2.71,1,Action,30.08,16.5
6704-UTUKK,Male,0,Yes,No,29,No,Single,Standard HD,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,45.9,1332.4,0,25.0,3.86,4,Kids,24.12,29.03
4587-VVTOX,Female,0,Yes,No,6,Yes,Multiple,Ultra HD,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Electronic check,105.3,545.2,1,18.4,2.23,5,Action,8.21,5.18
2019-HDCZY,Male,0,Yes,No,63,Yes,Multiple,Ultra HD,No,No,Yes,No,Yes,Yes,Two-Year,No,Electronic check,102.6,6296.75,0,10.9,1.25,2,Sports,6.81,61.37
4652-NNHNY,Male,0,Yes,No,16,Yes,Multiple,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),73.85,1284.2,1,5.3,4.21,1,Action,22.31,17.39
8788-DOXSU,Male,0,No,No,59,Yes,Single,Standard HD,No,No,Yes,No,No,Yes,Annual,Yes,Bank transfer (automatic),61.35,3645.5,0,30.9,4.95,5,Sports,30.59,59.42
7404-JLKQG,Female,0,No,No,3,Yes,Single,Standard HD,No,No,Yes,No,Yes,No,Monthly,No,Electronic check,57.55,161.45,0,17.3,3.4,3,Comedy,19.61,2.81
7421-ZLUPA,Female,0,No,No,8,No,Single,Standard HD,No,Yes,No,No,No,No,Monthly,Yes,Mailed check,29.25,226.95,0,21.9,4.12,4,Reality,22.56,7.76
8972-HJWNV,Female,1,Yes,No,7,Yes,Multiple,Ultra HD,No,No,No,No,No,Yes,Monthly,Yes,Electronic check,84.55,646.85,1,20.2,3.95,4,Action,19.95,7.65
3274-NSDWE,Female,0,No,No,68,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Credit card (automatic),19.6,1441.65,0,8.9,2.51,2,Drama,11.17,73.55
2632-IVXVF,Female,0,Yes,Yes,68,Yes,Multiple,Ultra HD,Yes,No,Yes,Yes,Yes,Yes,Two-Year,No,Credit card (automatic),111.75,7511.3,0,13.6,1.81,1,Kids,24.62,67.22
3692-JHONH,Female,1,Yes,No,52,Yes,Multiple,Ultra HD,No,Yes,Yes,No,Yes,Yes,Annual,Yes,Electronic check,106.5,5621.85,0,17.0,2.62,2,Sports,22.27,52.79
8915-NNTRC,Male,0,Yes,Yes,72,Yes,Multiple,Ultra HD,Yes,Yes,No,Yes,Yes,Yes,Two-Year,Yes,Credit card (automatic),107.7,7919.8,0,29.5,2.76,2,Sports,40.71,73.54
5914-GXMDA,Female,0,Yes,No,32,Yes,Single,Mobile only,No,No,No,No,No,No,Annual,No,Mailed check,19.3,593.2,0,14.3,2.73,2,Sports,19.52,30.74
7463-IFMQU,Female,0,Yes,No,72,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Bank transfer (automatic),20.05,1423.65,0,15.9,3.93,2,Documentary,31.24,71.0
2920-RNCEZ,Male,0,Yes,Yes,1,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),69.95,69.95,0,16.3,2.86,4,Drama,11.65,1.0
2541-YGPKE,Male,0,Yes,Yes,42,Yes,Single,Standard HD,Yes,No,No,Yes,No,Yes,Annual,No,Credit card (automatic),63.7,2763.35,0,10.0,3.14,5,Sports,6.28,43.38
8515-OCTJS,Female,0,No,No,25,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,No,Credit card (automatic),24.75,692.1,1,16.8,2.58,2,Kids,21.67,27.96
5382-TEMLV,Male,0,No,No,45,Yes,Single,Standard HD,Yes,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),50.9,2298.55,0,19.1,2.18,5,Sports,8.33,45.16
3441-CGZJH,Female,0,Yes,Yes,43,No,Single,Standard HD,Yes,No,Yes,Yes,Yes,Yes,Annual,Yes,Credit card (automatic),60.4,2640.55,0,22.7,4.32,2,Sports,49.03,43.72
9592-ERDKV,Male,0,Yes,No,37,Yes,Multiple,Standard HD,Yes,No,Yes,No,Yes,Yes,Annual,No,Mailed check,79.25,2911.8,0,27.7,5.03,2,Kids,69.67,36.74
2860-RANUS,Female,1,No,No,20,Yes,Multiple,Ultra HD,No,No,No,No,No,Yes,Monthly,Yes,Credit card (automatic),85.8,1727.5,1,13.1,3.2,5,Kids,8.38,20.13
5261-QSHQM,Female,0,No,No,4,No,Single,Standard HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,24.45,86.6,1,12.0,1.21,2,Documentary,7.26,3.54
4778-IZARL,Male,0,Yes,No,63,Yes,Single,Ultra HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Credit card (automatic),110.1,6705.7,0,21.7,2.63,3,Comedy,19.02,60.91
0432-CAJZV,Male,0,No,No,3,Yes,Single,Ultra HD,No,No,No,No,Yes,Yes,Monthly,No,Mailed check,90.7,237.65,0,10.2,1.07,4,Action,2.73,2.62
7008-LZVOZ,Male,0,Yes,Yes,66,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Credit card (automatic),25.3,1672.35,0,29.9,4.47,2,Documentary,66.83,66.1
8868-WOZGU,Male,0,No,No,28,Yes,Multiple,Ultra HD,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Electronic check,105.7,2979.5,1,22.7,2.45,4,Documentary,13.9,28.19
1200-TUZHR,Female,1,No,No,8,Yes,Multiple,Ultra HD,No,No,No,No,No,Yes,Monthly,No,Electronic check,85.2,695.75,0,14.6,1.89,1,Action,27.59,8.17
9365-CSLBQ,Male,0,No,Yes,71,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,24.35,1654.6,0,9.7,4.24,1,Reality,41.13,67.95
1334-FJSVR,Male,0,No,No,1,No,Single,Standard HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,24.25,24.25,1,10.7,3.03,5,Reality,6.48,1.0
5884-FBCTL,Female,0,Yes,Yes,72,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,No,Bank transfer (automatic),25.1,1857.85,0,23.5,2.33,2,Reality,27.38,74.02
7130-CTCUS,Male,1,Yes,No,16,Yes,Single,Standard HD,Yes,Yes,No,No,No,No,Monthly,Yes,Bank transfer (automatic),54.55,825.1,0,16.9,3.56,2,Reality,30.08,15.13
6242-FEGFD,Male,0,Yes,No,66,Yes,Multiple,Ultra HD,Yes,Yes,Yes,Yes,No,No,Two-Year,No,Mailed check,96.6,6424.25,0,20.8,3.76,4,Comedy,19.55,66.5
7625-XCQRH,Female,0,No,No,11,Yes,Multiple,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,76.5,837.95,1,13.1,3.11,4,Sports,10.19,10.95
6194-HBGQN,Male,0,No,No,51,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,Yes,No,Annual,Yes,Credit card (automatic),81.15,4126.2,0,7.3,3.64,5,Reality,5.31,50.85
7634-WSWDB,Female,0,No,Yes,8,No,Single,Standard HD,Yes,No,No,No,No,Yes,Monthly,Yes,Electronic check,38.5,330.8,0,22.7,4.04,5,Comedy,18.34,8.59
6986-IXNDM,Male,0,No,No,14,Yes,Single,Ultra HD,No,No,No,No,Yes,Yes,Monthly,Yes,Electronic check,92.9,1337.45,0,17.1,4.17,2,Documentary,35.65,14.4
1731-TVIUK,Female,0,No,No,4,Yes,Multiple,Ultra HD,No,Yes,No,Yes,No,Yes,Monthly,Yes,Electronic check,93.5,362.2,1,23.5,5.01,5,Reality,23.55,3.87
2987-BJXIK,Female,0,No,No,70,Yes,Multiple,Standard HD,Yes,Yes,Yes,No,Yes,Yes,Two-Year,No,Mailed check,84.7,5991.05,0,15.2,1.71,2,Sports,13.0,70.73
9769-TSBZE,Female,0,No,Yes,70,Yes,Multiple,Standard HD,Yes,Yes,No,Yes,No,No,Two-Year,No,Electronic check,66.0,4891.5,0,12.0,2.72,1,Comedy,32.64,74.11
0406-BPDVR,Female,1,Yes,No,54,Yes,Multiple,Ultra HD,No,Yes,No,No,Yes,Yes,Annual,Yes,Credit card (automatic),101.5,5373.1,1,10.9,3.15,5,Action,6.87,52.94
0618-XWMSS,Male,0,No,Yes,28,Yes,Single,Ultra HD,Yes,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),74.9,2068.55,1,25.4,1.63,3,Action,13.8,27.62
1395-WSWXR,Male,0,No,No,24,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,20.75,487.05,0,15.4,1.25,5,Sports,3.85,23.47
6023-GSSXW,Female,0,Yes,No,69,Yes,Single,Standard HD,No,Yes,No,No,No,Yes,Two-Year,Yes,Credit card (automatic),61.45,4131.2,0,6.8,2.08,1,Drama,14.14,67.23
6752-APNJL,Male,0,Yes,Yes,42,Yes,Single,Standard HD,Yes,Yes,No,No,No,No,Monthly,No,Mailed check,54.5,2301.15,0,23.7,2.0,5,Drama,9.48,42.22
5276-KQWHG,Female,1,No,No,2,Yes,Single,Ultra HD,No,No,No,No,No,No,Monthly,Yes,Electronic check,69.6,131.65,1,23.0,1.84,4,Kids,10.58,1.89
0420-HLGXF,Female,1,No,No,39,Yes,Multiple,Ultra HD,No,No,Yes,No,Yes,Yes,Monthly,Yes,Electronic check,99.75,4036.0,0,15.9,4.78,4,Kids,19.0,40.46
7446-KQISO,Male,0,Yes,Yes,45,Yes,Multiple,Ultra HD,No,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),109.75,4900.65,0,29.1,4.24,4,Comedy,30.85,44.65
9823-EALYC,Male,0,Yes,Yes,72,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,Yes,No,Two-Year,Yes,Bank transfer (automatic),80.85,5727.45,0,7.6,4.12,4,Comedy,7.83,70.84
0582-AVCLN,Female,0,No,No,38,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,No,Mailed check,20.3,743.05,0,6.7,4.24,3,Action,9.47,36.6
5803-NQJZO,Male,0,Yes,No,72,Yes,Multiple,Standard HD,Yes,Yes,Yes,Yes,No,No,Two-Year,Yes,Bank transfer (automatic),67.8,4804.65,0,23.1,2.14,4,Sports,12.36,70.87
2565-JSLRY,Male,0,No,No,1,Yes,Multiple,Mobile only,No,No,No,No,No,No,Monthly,Yes,Mailed check,24.05,24.05,1,23.6,2.4,5,Reality,11.33,1.0
2607-DHDAK,Male,0,Yes,Yes,72,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Credit card (automatic),19.8,1414.65,0,24.6,3.25,2,Reality,39.98,71.45
1073-XXCZD,Male,0,Yes,No,55,Yes,Multiple,Mobile only,No,No,No,No,No,No,Two-Year,No,Bank transfer (automatic),25.7,1443.65,0,18.5,3.77,2,Action,34.87,56.17
0743-HRVFF,Female,0,Yes,Yes,51,No,Single,Standard HD,No,No,Yes,Yes,Yes,Yes,Annual,Yes,Electronic check,56.15,2898.95,0,23.7,3.21,3,Action,25.36,51.63
4006-HKYHO,Male,0,No,No,63,Yes,Single,Standard HD,Yes,Yes,Yes,Yes,Yes,Yes,Two-Year,Yes,Bank transfer (automatic),86.7,5309.5,0,18.8,4.8,4,Drama,22.56,61.24
3727-JEZTU,Female,0,No,No,1,Yes,Single,Mobile only,No,No,No,No,No,No,Monthly,No,Mailed check,20.4,20.4,0,24.1,4.49,3,Reality,36.07,1.0
8143-ETQTI,Female,0,Yes,Yes,23,Yes,Single,Mobile only,No,No,No,No,No,No,Two-Year,Yes,Mailed check,19.65,451.55,0,11.6,3.86,1,Comedy,44.78,22.98
6689-KXGBO,Female,0,No,No,1,Yes,Single,Standard HD,No,Yes,No,No,No,No,Monthly,No,Electronic check,50.55,50.55,1,8.1,1.84,1,Reality,14.9,1.0
9667-TKTVZ,Female,0,No,No,2,Yes,Multiple,Standard HD,No,No,No,Yes,No,No,Monthly,Yes,Mailed check,54.35,117.05,0,8.8,4.11,4,Reality,9.04,2.15
3657-COGMW,Female,1,No,No,52,Yes,Multiple,Ultra HD,Yes,Yes,Yes,No,Yes,Yes,Monthly,No,Credit card (automatic),108.1,5839.3,0,29.1,2.48,3,Drama,24.06,54.02
